mision;activity;time;robot
;TB_enter;2023-08-21 22:55:07;5
;TA_enter;2023-08-21 22:55:07;4
;TB_task2;2023-08-21 22:55:11;5
;TA_task1;2023-08-21 22:55:12;4
;TA_task3;2023-08-21 22:55:14;1
;TB_task3;2023-08-21 22:55:14;1
;TC_enter;2023-08-21 22:55:25;0
;TC_task1;2023-08-21 22:55:30;0
;TD_enter;2023-08-21 22:56:17;3
;TD_task2;2023-08-21 22:56:22;3
;TC_task3;2023-08-21 22:56:24;0
;TD_task3;2023-08-21 22:56:24;0
;TF_enter;2023-08-21 22:56:43;5
;TF_task2;2023-08-21 22:56:48;5
;TE_enter;2023-08-21 22:58:18;1
;TE_task1;2023-08-21 22:58:23;1
;TE_task3;2023-08-21 22:58:24;4
;TF_task3;2023-08-21 22:58:24;4
;TG_enter;2023-08-21 22:58:39;3
;TG_task1;2023-08-21 22:58:44;3
;TH_enter;2023-08-21 22:58:48;2
;TH_task2;2023-08-21 22:58:53;2
;TG_task3;2023-08-21 22:58:55;5
;TH_task3;2023-08-21 22:58:55;5
;TG_task4;2023-08-21 22:58:55;2
;TH_task4;2023-08-21 22:58:55;2
