case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:24;3
;TA_enter;2023-08-21 10:17:25;0
;TB_task2;2023-08-21 10:17:28;3
;TA_task1;2023-08-21 10:17:30;0
;TA_task3;2023-08-21 10:17:31;3
;TB_task3;2023-08-21 10:17:31;3
;TD_enter;2023-08-21 10:18:05;1
;TD_task2;2023-08-21 10:18:10;1
;TC_enter;2023-08-21 10:18:12;2
;TC_task1;2023-08-21 10:18:17;2
;TC_task3;2023-08-21 10:18:18;5
;TD_task3;2023-08-21 10:18:18;5
;TE_enter;2023-08-21 10:18:34;3
;TE_task1;2023-08-21 10:18:39;3
;TF_enter;2023-08-21 10:18:56;5
;TF_task2;2023-08-21 10:19:01;5
;TE_task3;2023-08-21 10:19:02;2
;TF_task3;2023-08-21 10:19:02;2
;TG_enter;2023-08-21 10:19:15;4
;TH_enter;2023-08-21 10:19:19;1
;TG_task1;2023-08-21 10:19:19;4
;TH_task2;2023-08-21 10:19:24;1
;TG_task3;2023-08-21 10:19:25;4
;TH_task3;2023-08-21 10:19:25;4
;TG_task4;2023-08-21 10:19:26;1
;TH_task4;2023-08-21 10:19:26;1
