mision;activity;time;robot
;TA_enter;2023-08-21 22:56:02;1
;TA_task1;2023-08-21 22:56:07;1
;TB_enter;2023-08-21 22:56:42;4
;TB_task2;2023-08-21 22:56:46;4
;TA_task3;2023-08-21 22:56:48;1
;TB_task3;2023-08-21 22:56:48;1
;TD_enter;2023-08-21 22:56:58;2
;TD_task2;2023-08-21 22:57:03;2
;TC_enter;2023-08-21 22:57:09;3
;TC_task1;2023-08-21 22:57:14;3
;TC_task3;2023-08-21 22:57:15;0
;TD_task3;2023-08-21 22:57:15;0
;TF_enter;2023-08-21 22:57:29;0
;TE_enter;2023-08-21 22:57:31;5
;TF_task2;2023-08-21 22:57:34;0
;TE_task1;2023-08-21 22:57:36;5
;TE_task3;2023-08-21 22:57:38;2
;TF_task3;2023-08-21 22:57:38;2
;TG_enter;2023-08-21 22:57:53;3
;TH_enter;2023-08-21 22:57:54;2
;TG_task1;2023-08-21 22:57:58;3
;TH_task2;2023-08-21 22:57:59;2
;TG_task3;2023-08-21 22:58:01;5
;TH_task3;2023-08-21 22:58:01;5
;TG_task4;2023-08-21 22:58:01;2
;TH_task4;2023-08-21 22:58:01;2
