case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:27;5
;TB_task2;2023-08-21 10:17:32;5
;TA_enter;2023-08-21 10:17:38;2
;TA_task1;2023-08-21 10:17:43;2
;TA_task3;2023-08-21 10:17:45;5
;TB_task3;2023-08-21 10:17:45;5
;TC_enter;2023-08-21 10:17:54;0
;TC_task1;2023-08-21 10:17:59;0
;TD_enter;2023-08-21 10:18:51;1
;TD_task2;2023-08-21 10:18:56;1
;TC_task3;2023-08-21 10:18:58;4
;TD_task3;2023-08-21 10:18:58;4
;TF_enter;2023-08-21 10:19:08;4
;TF_task2;2023-08-21 10:19:12;4
;TE_enter;2023-08-21 10:19:14;5
;TE_task1;2023-08-21 10:19:19;5
;TE_task3;2023-08-21 10:19:20;2
;TF_task3;2023-08-21 10:19:20;2
;TG_enter;2023-08-21 10:19:32;2
;TG_task1;2023-08-21 10:19:37;2
;TH_enter;2023-08-21 10:20:02;0
;TH_task2;2023-08-21 10:20:07;0
;TG_task3;2023-08-21 10:20:08;3
;TH_task3;2023-08-21 10:20:08;3
;TG_task4;2023-08-21 10:20:08;0
;TH_task4;2023-08-21 10:20:08;0
