mision;activity;time;robot
;TB_enter;2023-08-21 22:55:15;3
;TB_task2;2023-08-21 22:55:19;3
;TA_enter;2023-08-21 22:55:24;1
;TA_task1;2023-08-21 22:55:29;1
;TA_task3;2023-08-21 22:55:30;4
;TB_task3;2023-08-21 22:55:30;4
;TC_enter;2023-08-21 22:55:48;5
;TC_task1;2023-08-21 22:55:53;5
;TD_enter;2023-08-21 22:55:55;0
;TD_task2;2023-08-21 22:56:00;0
;TC_task3;2023-08-21 22:56:02;3
;TD_task3;2023-08-21 22:56:02;3
;TF_enter;2023-08-21 22:56:10;2
;TF_task2;2023-08-21 22:56:15;2
;TE_enter;2023-08-21 22:57:44;3
;TE_task1;2023-08-21 22:57:48;3
;TE_task3;2023-08-21 22:57:50;0
;TF_task3;2023-08-21 22:57:50;0
;TH_enter;2023-08-21 22:58:06;0
;TH_task2;2023-08-21 22:58:10;0
;TG_enter;2023-08-21 22:58:11;5
;TG_task1;2023-08-21 22:58:16;5
;TG_task3;2023-08-21 22:58:18;2
;TH_task3;2023-08-21 22:58:18;2
;TG_task4;2023-08-21 22:58:18;5
;TH_task4;2023-08-21 22:58:18;5
