case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:03;4
;TA_enter;2023-08-21 10:17:03;5
;TB_task2;2023-08-21 10:17:08;4
;TA_task1;2023-08-21 10:17:08;5
;TA_task3;2023-08-21 10:17:10;2
;TB_task3;2023-08-21 10:17:10;2
;TD_enter;2023-08-21 10:17:37;1
;TD_task2;2023-08-21 10:17:42;1
;TC_enter;2023-08-21 10:17:59;2
;TC_task1;2023-08-21 10:18:04;2
;TC_task3;2023-08-21 10:18:06;5
;TD_task3;2023-08-21 10:18:06;5
;TF_enter;2023-08-21 10:18:14;3
;TF_task2;2023-08-21 10:18:19;3
;TE_enter;2023-08-21 10:18:29;0
;TE_task1;2023-08-21 10:18:34;0
;TE_task3;2023-08-21 10:18:36;3
;TF_task3;2023-08-21 10:18:36;3
;TH_enter;2023-08-21 10:18:41;4
;TG_enter;2023-08-21 10:18:43;5
;TH_task2;2023-08-21 10:18:46;4
;TG_task1;2023-08-21 10:18:48;5
;TG_task3;2023-08-21 10:18:50;2
;TH_task3;2023-08-21 10:18:50;2
;TG_task4;2023-08-21 10:18:50;5
;TH_task4;2023-08-21 10:18:50;5
