case_id;activity;time;robot
;TA_enter;2023-08-21 10:17:00;3
;TA_task1;2023-08-21 10:17:05;3
;TB_enter;2023-08-21 10:17:06;2
;TB_task2;2023-08-21 10:17:11;2
;TA_task3;2023-08-21 10:17:12;5
;TB_task3;2023-08-21 10:17:12;5
;TC_enter;2023-08-21 10:17:18;4
;TC_task1;2023-08-21 10:17:23;4
;TD_enter;2023-08-21 10:17:40;0
;TD_task2;2023-08-21 10:17:45;0
;TC_task3;2023-08-21 10:17:47;3
;TD_task3;2023-08-21 10:17:47;3
;TF_enter;2023-08-21 10:18:03;3
;TF_task2;2023-08-21 10:18:07;3
;TE_enter;2023-08-21 10:18:51;1
;TE_task1;2023-08-21 10:18:56;1
;TE_task3;2023-08-21 10:18:58;4
;TF_task3;2023-08-21 10:18:58;4
;TG_enter;2023-08-21 10:19:11;2
;TH_enter;2023-08-21 10:19:15;0
;TG_task1;2023-08-21 10:19:16;2
;TH_task2;2023-08-21 10:19:20;0
;TG_task3;2023-08-21 10:19:21;3
;TH_task3;2023-08-21 10:19:21;3
;TG_task4;2023-08-21 10:19:22;0
;TH_task4;2023-08-21 10:19:22;0
