case_id;activity;time;robot
;TA_enter;2023-08-21 10:17:22;2
;TA_task1;2023-08-21 10:17:27;2
;TB_enter;2023-08-21 10:18:06;4
;TB_task2;2023-08-21 10:18:11;4
;TA_task3;2023-08-21 10:18:13;1
;TB_task3;2023-08-21 10:18:13;1
;TC_enter;2023-08-21 10:18:22;3
;TC_task1;2023-08-21 10:18:27;3
;TD_enter;2023-08-21 10:19:07;0
;TD_task2;2023-08-21 10:19:11;0
;TC_task3;2023-08-21 10:19:13;3
;TD_task3;2023-08-21 10:19:13;3
;TF_enter;2023-08-21 10:19:18;5
;TF_task2;2023-08-21 10:19:23;5
;TE_enter;2023-08-21 10:19:55;2
;TE_task1;2023-08-21 10:20:00;2
;TE_task3;2023-08-21 10:20:02;5
;TF_task3;2023-08-21 10:20:02;5
;TH_enter;2023-08-21 10:20:17;1
;TH_task2;2023-08-21 10:20:22;1
;TG_enter;2023-08-21 10:21:20;4
;TG_task1;2023-08-21 10:21:25;4
;TG_task3;2023-08-21 10:21:27;1
;TH_task3;2023-08-21 10:21:27;1
;TG_task4;2023-08-21 10:21:27;4
;TH_task4;2023-08-21 10:21:27;4
