case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:27;4
;TB_task2;2023-08-21 10:17:32;4
;TA_enter;2023-08-21 10:17:34;1
;TA_task1;2023-08-21 10:17:39;1
;TA_task3;2023-08-21 10:17:41;4
;TB_task3;2023-08-21 10:17:41;4
;TD_enter;2023-08-21 10:18:06;0
;TD_task2;2023-08-21 10:18:11;0
;TC_enter;2023-08-21 10:18:12;5
;TC_task1;2023-08-21 10:18:17;5
;TC_task3;2023-08-21 10:18:18;2
;TD_task3;2023-08-21 10:18:18;2
;TE_enter;2023-08-21 10:18:43;3
;TF_enter;2023-08-21 10:18:47;2
;TE_task1;2023-08-21 10:18:48;3
;TF_task2;2023-08-21 10:18:52;2
;TE_task3;2023-08-21 10:18:53;5
;TF_task3;2023-08-21 10:18:53;5
;TH_enter;2023-08-21 10:19:09;0
;TG_enter;2023-08-21 10:19:09;5
;TH_task2;2023-08-21 10:19:14;0
;TG_task1;2023-08-21 10:19:14;5
;TG_task3;2023-08-21 10:19:16;2
;TH_task3;2023-08-21 10:19:16;2
;TG_task4;2023-08-21 10:19:16;5
;TH_task4;2023-08-21 10:19:16;5
