mision;activity;time;robot
;TB_enter;2023-08-21 22:55:28;0
;TA_enter;2023-08-21 22:55:29;2
;TB_task2;2023-08-21 22:55:32;0
;TA_task1;2023-08-21 22:55:34;2
;TA_task3;2023-08-21 22:55:36;5
;TB_task3;2023-08-21 22:55:36;5
;TD_enter;2023-08-21 22:55:56;5
;TC_enter;2023-08-21 22:56:01;3
;TD_task2;2023-08-21 22:56:01;5
;TC_task1;2023-08-21 22:56:06;3
;TC_task3;2023-08-21 22:56:07;0
;TD_task3;2023-08-21 22:56:07;0
;TF_enter;2023-08-21 22:56:26;2
;TF_task2;2023-08-21 22:56:31;2
;TE_enter;2023-08-21 22:57:15;0
;TE_task1;2023-08-21 22:57:20;0
;TE_task3;2023-08-21 22:57:22;3
;TF_task3;2023-08-21 22:57:22;3
;TH_enter;2023-08-21 22:57:32;4
;TG_enter;2023-08-21 22:57:36;3
;TH_task2;2023-08-21 22:57:37;4
;TG_task1;2023-08-21 22:57:41;3
;TG_task3;2023-08-21 22:57:42;0
;TH_task3;2023-08-21 22:57:42;0
;TG_task4;2023-08-21 22:57:42;3
;TH_task4;2023-08-21 22:57:42;3
