case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:44;4
;TB_task2;2023-08-21 10:17:49;4
;TA_enter;2023-08-21 10:17:51;1
;TA_task1;2023-08-21 10:17:56;1
;TA_task3;2023-08-21 10:17:58;4
;TB_task3;2023-08-21 10:17:58;4
;TC_enter;2023-08-21 10:18:18;0
;TC_task1;2023-08-21 10:18:23;0
;TD_enter;2023-08-21 10:19:57;5
;TD_task2;2023-08-21 10:20:02;5
;TC_task3;2023-08-21 10:20:03;2
;TD_task3;2023-08-21 10:20:03;2
;TF_enter;2023-08-21 10:20:16;3
;TF_task2;2023-08-21 10:20:21;3
;TE_enter;2023-08-21 10:20:28;2
;TE_task1;2023-08-21 10:20:33;2
;TE_task3;2023-08-21 10:20:34;5
;TF_task3;2023-08-21 10:20:34;5
;TH_enter;2023-08-21 10:20:41;1
;TH_task2;2023-08-21 10:20:45;1
;TG_enter;2023-08-21 10:20:49;4
