mision;activity;time;robot
;TB_enter;2023-08-21 22:55:34;4
;TB_task2;2023-08-21 22:55:39;4
;TA_enter;2023-08-21 22:55:41;1
;TA_task1;2023-08-21 22:55:46;1
;TA_task3;2023-08-21 22:55:48;4
;TB_task3;2023-08-21 22:55:48;4
;TD_enter;2023-08-21 22:56:13;0
;TD_task2;2023-08-21 22:56:18;0
;TC_enter;2023-08-21 22:56:19;5
;TC_task1;2023-08-21 22:56:24;5
;TC_task3;2023-08-21 22:56:25;2
;TD_task3;2023-08-21 22:56:25;2
;TE_enter;2023-08-21 22:56:50;3
;TF_enter;2023-08-21 22:56:54;2
;TE_task1;2023-08-21 22:56:55;3
;TF_task2;2023-08-21 22:56:59;2
;TE_task3;2023-08-21 22:57:00;5
;TF_task3;2023-08-21 22:57:00;5
;TH_enter;2023-08-21 22:57:16;0
;TG_enter;2023-08-21 22:57:16;5
;TH_task2;2023-08-21 22:57:21;0
;TG_task1;2023-08-21 22:57:21;5
;TG_task3;2023-08-21 22:57:23;2
;TH_task3;2023-08-21 22:57:23;2
;TG_task4;2023-08-21 22:57:23;5
;TH_task4;2023-08-21 22:57:23;5
