mision;activity;time;robot
;TB_enter;2023-08-25 15:33:18;2
;TB_task2;2023-08-25 15:33:23;2
;TA_enter;2023-08-25 15:33:25;0
;TA_task1;2023-08-25 15:33:30;0
;TA_task3;2023-08-25 15:33:31;3
;TB_task3;2023-08-25 15:33:31;3
;TC_enter;2023-08-25 15:33:39;5
;TC_task1;2023-08-25 15:33:43;5
;TD_enter;2023-08-25 15:35:36;1
;TD_task2;2023-08-25 15:35:41;1
;TC_task3;2023-08-25 15:35:43;4
;TD_task3;2023-08-25 15:35:43;4
;TF_enter;2023-08-25 15:35:57;4
;TF_task2;2023-08-25 15:36:02;4
;TE_enter;2023-08-25 15:36:03;2
;TE_task1;2023-08-25 15:36:08;2
;TE_task3;2023-08-25 15:36:09;5
;TF_task3;2023-08-25 15:36:09;5
;TG_enter;2023-08-25 15:36:20;0
;TG_task1;2023-08-25 15:36:25;0
;TH_enter;2023-08-25 15:36:27;1
;TH_task2;2023-08-25 15:36:33;1
;TG_task3;2023-08-25 15:36:34;4
;TH_task3;2023-08-25 15:36:34;4
;TG_task4;2023-08-25 15:36:34;1
;TH_task4;2023-08-25 15:36:34;1
