mision;activity;time;robot
;TB_enter;2023-09-06 15:14:27;5
;TB_task2;2023-09-06 15:14:32;5
;TA_enter;2023-09-06 15:14:37;1
;TA_task1;2023-09-06 15:14:42;1
;TA_task3;2023-09-06 15:14:44;4
;TB_task3;2023-09-06 15:14:44;4
;TC_enter;2023-09-06 15:14:56;2
;TC_task1;2023-09-06 15:15:01;2
;TD_enter;2023-09-06 15:15:04;3
;TD_task2;2023-09-06 15:15:09;3
;TC_task3;2023-09-06 15:15:11;0
;TD_task3;2023-09-06 15:15:11;0
;TF_enter;2023-09-06 15:15:27;1
;TF_task2;2023-09-06 15:15:31;1
;TE_enter;2023-09-06 15:16:55;0
;TE_task1;2023-09-06 15:17:00;0
;TE_task3;2023-09-06 15:17:01;3
;TF_task3;2023-09-06 15:17:01;3
;TG_enter;2023-09-06 15:17:06;5
;TG_task1;2023-09-06 15:17:11;5
;TH_enter;2023-09-06 15:17:17;3
;TH_task2;2023-09-06 15:17:22;3
;TG_task3;2023-09-06 15:17:23;0
;TH_task3;2023-09-06 15:17:23;0
;TG_task4;2023-09-06 15:17:23;3
;TH_task4;2023-09-06 15:17:23;3
