mision;activity;time;robot
;TB_enter;2023-08-21 22:55:40;2
;TA_enter;2023-08-21 22:55:44;1
;TB_task2;2023-08-21 22:55:45;2
;TA_task1;2023-08-21 22:55:48;1
;TA_task3;2023-08-21 22:55:50;4
;TB_task3;2023-08-21 22:55:50;4
;TC_enter;2023-08-21 22:56:22;5
;TD_enter;2023-08-21 22:56:24;0
;TC_task1;2023-08-21 22:56:27;5
;TD_task2;2023-08-21 22:56:29;0
;TC_task3;2023-08-21 22:56:31;3
;TD_task3;2023-08-21 22:56:31;3
;TE_enter;2023-08-21 22:56:51;2
;TF_enter;2023-08-21 22:56:55;3
;TE_task1;2023-08-21 22:56:56;2
;TF_task2;2023-08-21 22:56:59;3
;TE_task3;2023-08-21 22:57:01;0
;TF_task3;2023-08-21 22:57:01;0
;TG_enter;2023-08-21 22:57:16;5
;TG_task1;2023-08-21 22:57:21;5
;TH_enter;2023-08-21 22:57:38;1
;TH_task2;2023-08-21 22:57:43;1
;TG_task3;2023-08-21 22:57:44;4
;TH_task3;2023-08-21 22:57:44;4
;TG_task4;2023-08-21 22:57:44;1
;TH_task4;2023-08-21 22:57:44;1
