mision;activity;time;robot
;TA_enter;2023-08-21 22:48:56;2
;TB_enter;2023-08-21 22:49:01;1
;TA_task1;2023-08-21 22:49:01;2
;TB_task2;2023-08-21 22:49:06;1
;TA_task3;2023-08-21 22:49:08;4
;TB_task3;2023-08-21 22:49:08;4
;TD_enter;2023-08-21 22:49:21;4
;TD_task2;2023-08-21 22:49:26;4
;TC_enter;2023-08-21 22:49:26;3
;TC_task1;2023-08-21 22:49:31;3
;TC_task3;2023-08-21 22:49:33;0
;TD_task3;2023-08-21 22:49:33;0
;TF_enter;2023-08-21 22:49:48;1
;TE_enter;2023-08-21 22:49:49;0
;TF_task2;2023-08-21 22:49:53;1
;TE_task1;2023-08-21 22:49:54;0
;TE_task3;2023-08-21 22:49:56;3
;TF_task3;2023-08-21 22:49:56;3
;TG_enter;2023-08-21 22:50:07;5
;TG_task1;2023-08-21 22:50:12;5
;TH_enter;2023-08-21 22:50:12;3
;TH_task2;2023-08-21 22:50:17;3
;TG_task3;2023-08-21 22:50:19;0
;TH_task3;2023-08-21 22:50:19;0
;TG_task4;2023-08-21 22:50:19;3
;TH_task4;2023-08-21 22:50:19;3
