mision;activity;time;robot
;TB_enter;2023-08-25 15:33:10;0
;TB_task2;2023-08-25 15:33:15;0
;TA_enter;2023-08-25 15:33:18;4
;TA_task1;2023-08-25 15:33:23;4
;TA_task3;2023-08-25 15:33:25;1
;TB_task3;2023-08-25 15:33:25;1
;TC_enter;2023-08-25 15:33:46;3
;TC_task1;2023-08-25 15:33:51;3
;TD_enter;2023-08-25 15:33:54;5
;TD_task2;2023-08-25 15:33:59;5
;TC_task3;2023-08-25 15:34:01;2
;TD_task3;2023-08-25 15:34:01;2
;TF_enter;2023-08-25 15:34:15;0
;TE_enter;2023-08-25 15:34:16;4
;TF_task2;2023-08-25 15:34:20;0
;TE_task1;2023-08-25 15:34:21;4
;TE_task3;2023-08-25 15:34:23;1
;TF_task3;2023-08-25 15:34:23;1
;TH_enter;2023-08-25 15:34:36;2
;TG_enter;2023-08-25 15:34:38;3
;TH_task2;2023-08-25 15:34:41;2
;TG_task1;2023-08-25 15:34:43;3
;TG_task3;2023-08-25 15:34:45;0
;TH_task3;2023-08-25 15:34:45;0
;TG_task4;2023-08-25 15:34:45;3
;TH_task4;2023-08-25 15:34:45;3
