mision;activity;time;robot
;TB_enter;2023-08-25 15:32:15;4
;TB_task2;2023-08-25 15:32:20;4
;TA_enter;2023-08-25 15:32:23;3
;TA_task1;2023-08-25 15:32:28;3
;TA_task3;2023-08-25 15:32:30;0
;TB_task3;2023-08-25 15:32:30;0
;TC_enter;2023-08-25 15:32:35;5
;TC_task1;2023-08-25 15:32:40;5
;TD_enter;2023-08-25 15:33:31;2
;TD_task2;2023-08-25 15:33:36;2
;TC_task3;2023-08-25 15:33:38;5
;TD_task3;2023-08-25 15:33:38;5
;TF_enter;2023-08-25 15:33:53;4
;TE_enter;2023-08-25 15:33:58;3
;TF_task2;2023-08-25 15:33:58;4
;TE_task1;2023-08-25 15:34:03;3
;TE_task3;2023-08-25 15:34:04;0
;TF_task3;2023-08-25 15:34:04;0
;TG_enter;2023-08-25 15:34:20;5
;TH_enter;2023-08-25 15:34:21;2
;TG_task1;2023-08-25 15:34:25;5
;TH_task2;2023-08-25 15:34:26;2
;TG_task3;2023-08-25 15:34:28;5
;TH_task3;2023-08-25 15:34:28;5
;TG_task4;2023-08-25 15:34:28;2
;TH_task4;2023-08-25 15:34:28;2
