mision;activity;time;robot
;TB_enter;2023-08-21 22:55:37;4
;TA_enter;2023-08-21 22:55:40;0
;TB_task2;2023-08-21 22:55:42;4
;TA_task1;2023-08-21 22:55:45;0
;TA_task3;2023-08-21 22:55:47;3
;TB_task3;2023-08-21 22:55:47;3
;TC_enter;2023-08-21 22:56:04;5
;TD_enter;2023-08-21 22:56:07;1
;TC_task1;2023-08-21 22:56:09;5
;TD_task2;2023-08-21 22:56:12;1
;TC_task3;2023-08-21 22:56:14;4
;TD_task3;2023-08-21 22:56:14;4
;TE_enter;2023-08-21 22:56:30;3
;TF_enter;2023-08-21 22:56:30;4
;TE_task1;2023-08-21 22:56:34;3
;TF_task2;2023-08-21 22:56:34;4
;TE_task3;2023-08-21 22:56:36;1
;TF_task3;2023-08-21 22:56:36;1
;TH_enter;2023-08-21 22:56:44;0
;TH_task2;2023-08-21 22:56:49;0
;TG_enter;2023-08-21 22:56:51;5
