case_id;activity;time;robot
;TB_enter;2023-08-21 10:16:56;0
;TB_task2;2023-08-21 10:17:00;0
;TA_enter;2023-08-21 10:17:02;3
;TA_task1;2023-08-21 10:17:07;3
;TA_task3;2023-08-21 10:17:09;0
;TB_task3;2023-08-21 10:17:09;0
;TC_enter;2023-08-21 10:17:26;2
;TC_task1;2023-08-21 10:17:31;2
;TD_enter;2023-08-21 10:17:32;5
;TD_task2;2023-08-21 10:17:37;5
;TC_task3;2023-08-21 10:17:39;2
;TD_task3;2023-08-21 10:17:39;2
;TE_enter;2023-08-21 10:18:17;0
;TE_task1;2023-08-21 10:18:22;0
;TF_enter;2023-08-21 10:18:25;4
;TF_task2;2023-08-21 10:18:30;4
;TE_task3;2023-08-21 10:18:32;1
;TF_task3;2023-08-21 10:18:32;1
;TH_enter;2023-08-21 10:18:42;1
;TH_task2;2023-08-21 10:18:47;1
;TG_enter;2023-08-21 10:19:25;5
;TG_task1;2023-08-21 10:19:29;5
;TG_task3;2023-08-21 10:19:31;2
;TH_task3;2023-08-21 10:19:31;2
;TG_task4;2023-08-21 10:19:31;5
;TH_task4;2023-08-21 10:19:31;5
