mision;activity;time;robot
;TA_enter;2023-08-25 15:33:23;5
;TB_enter;2023-08-25 15:33:26;1
;TA_task1;2023-08-25 15:33:27;5
;TB_task2;2023-08-25 15:33:31;1
;TA_task3;2023-08-25 15:33:32;4
;TB_task3;2023-08-25 15:33:32;4
;TD_enter;2023-08-25 15:33:57;0
;TC_enter;2023-08-25 15:33:57;3
;TD_task2;2023-08-25 15:34:02;0
;TC_task1;2023-08-25 15:34:02;3
;TC_task3;2023-08-25 15:34:04;0
;TD_task3;2023-08-25 15:34:04;0
;TF_enter;2023-08-25 15:34:10;4
;TF_task2;2023-08-25 15:34:15;4
;TE_enter;2023-08-25 15:34:40;2
;TE_task1;2023-08-25 15:34:45;2
;TE_task3;2023-08-25 15:34:47;5
;TF_task3;2023-08-25 15:34:47;5
;TG_enter;2023-08-25 15:35:01;3
;TG_task1;2023-08-25 15:35:06;3
;TH_enter;2023-08-25 15:35:25;1
;TH_task2;2023-08-25 15:35:30;1
;TG_task3;2023-08-25 15:35:32;4
;TH_task3;2023-08-25 15:35:32;4
;TG_task4;2023-08-25 15:35:32;1
;TH_task4;2023-08-25 15:35:32;1
