case_id;activity;time;robot
;TA_enter;2023-08-21 10:17:11;0
;TA_task1;2023-08-21 10:17:16;0
;TB_enter;2023-08-21 10:17:22;5
;TB_task2;2023-08-21 10:17:27;5
;TA_task3;2023-08-21 10:17:28;2
;TB_task3;2023-08-21 10:17:28;2
;TC_enter;2023-08-21 10:17:39;4
;TC_task1;2023-08-21 10:17:44;4
;TD_enter;2023-08-21 10:19:19;2
;TD_task2;2023-08-21 10:19:24;2
;TC_task3;2023-08-21 10:19:25;5
;TD_task3;2023-08-21 10:19:25;5
;TF_enter;2023-08-21 10:19:48;1
;TF_task2;2023-08-21 10:19:53;1
;TE_enter;2023-08-21 10:20:04;5
;TE_task1;2023-08-21 10:20:09;5
;TE_task3;2023-08-21 10:20:11;2
;TF_task3;2023-08-21 10:20:11;2
;TH_enter;2023-08-21 10:20:19;3
;TH_task2;2023-08-21 10:20:24;3
;TG_enter;2023-08-21 10:20:25;4
;TG_task1;2023-08-21 10:20:30;4
;TG_task3;2023-08-21 10:20:31;1
;TH_task3;2023-08-21 10:20:31;1
;TG_task4;2023-08-21 10:20:31;4
;TH_task4;2023-08-21 10:20:31;4
