case_id;activity;time;robot
;TB_enter;2023-08-21 10:18:21;0
;TB_task2;2023-08-21 10:18:26;0
;TA_enter;2023-08-21 10:18:33;5
;TA_task1;2023-08-21 10:18:38;5
;TA_task3;2023-08-21 10:18:39;2
;TB_task3;2023-08-21 10:18:39;2
;TC_enter;2023-08-21 10:18:52;1
;TC_task1;2023-08-21 10:18:57;1
;TD_enter;2023-08-21 10:19:35;3
;TD_task2;2023-08-21 10:19:40;3
;TC_task3;2023-08-21 10:19:42;0
;TD_task3;2023-08-21 10:19:42;0
;TF_enter;2023-08-21 10:19:55;4
;TF_task2;2023-08-21 10:20:00;4
;TE_enter;2023-08-21 10:20:42;2
;TE_task1;2023-08-21 10:20:46;2
;TE_task3;2023-08-21 10:20:48;5
;TF_task3;2023-08-21 10:20:48;5
;TG_enter;2023-08-21 10:21:00;0
;TH_enter;2023-08-21 10:21:02;5
;TG_task1;2023-08-21 10:21:05;0
;TH_task2;2023-08-21 10:21:06;5
;TG_task3;2023-08-21 10:21:08;2
;TH_task3;2023-08-21 10:21:08;2
;TG_task4;2023-08-21 10:21:08;5
;TH_task4;2023-08-21 10:21:08;5
