mision;activity;time;robot
;TB_enter;2023-08-21 22:48:46;4
;TB_task2;2023-08-21 22:48:51;4
;TA_enter;2023-08-21 22:48:53;1
;TA_task1;2023-08-21 22:48:58;1
;TA_task3;2023-08-21 22:49:00;4
;TB_task3;2023-08-21 22:49:00;4
;TD_enter;2023-08-21 22:49:25;0
;TD_task2;2023-08-21 22:49:30;0
;TC_enter;2023-08-21 22:49:31;5
;TC_task1;2023-08-21 22:49:36;5
;TC_task3;2023-08-21 22:49:37;2
;TD_task3;2023-08-21 22:49:37;2
;TE_enter;2023-08-21 22:50:02;3
;TF_enter;2023-08-21 22:50:06;2
;TE_task1;2023-08-21 22:50:07;3
;TF_task2;2023-08-21 22:50:11;2
;TE_task3;2023-08-21 22:50:12;5
;TF_task3;2023-08-21 22:50:12;5
;TH_enter;2023-08-21 22:50:28;0
;TG_enter;2023-08-21 22:50:28;5
;TH_task2;2023-08-21 22:50:33;0
;TG_task1;2023-08-21 22:50:33;5
;TG_task3;2023-08-21 22:50:35;2
;TH_task3;2023-08-21 22:50:35;2
;TG_task4;2023-08-21 22:50:35;5
;TH_task4;2023-08-21 22:50:35;5
