mision;activity;time;robot
;TA_enter;2023-08-25 15:33:28;2
;TB_enter;2023-08-25 15:33:29;4
;TA_task1;2023-08-25 15:33:33;2
;TB_task2;2023-08-25 15:33:34;4
;TA_task3;2023-08-25 15:33:35;1
;TB_task3;2023-08-25 15:33:35;1
;TD_enter;2023-08-25 15:33:45;3
;TD_task2;2023-08-25 15:33:49;3
;TC_enter;2023-08-25 15:33:53;5
;TC_task1;2023-08-25 15:33:58;5
;TC_task3;2023-08-25 15:33:59;2
;TD_task3;2023-08-25 15:33:59;2
;TF_enter;2023-08-25 15:34:15;4
;TF_task2;2023-08-25 15:34:20;4
;TE_enter;2023-08-25 15:34:59;0
;TE_task1;2023-08-25 15:35:03;0
;TE_task3;2023-08-25 15:35:05;3
;TF_task3;2023-08-25 15:35:05;3
;TH_enter;2023-08-25 15:35:18;2
;TG_enter;2023-08-25 15:35:20;3
;TH_task2;2023-08-25 15:35:23;2
;TG_task1;2023-08-25 15:35:25;3
;TG_task3;2023-08-25 15:35:27;0
;TH_task3;2023-08-25 15:35:27;0
;TG_task4;2023-08-25 15:35:27;3
;TH_task4;2023-08-25 15:35:27;3
