mision;activity;time;robot
;TB_enter;2023-08-25 15:32:05;1
;TB_task2;2023-08-25 15:32:10;1
;TA_enter;2023-08-25 15:32:23;5
;TA_task1;2023-08-25 15:32:27;5
;TA_task3;2023-08-25 15:32:29;2
;TB_task3;2023-08-25 15:32:29;2
;TC_enter;2023-08-25 15:32:42;0
;TC_task1;2023-08-25 15:32:47;0
;TD_enter;2023-08-25 15:32:48;2
;TD_task2;2023-08-25 15:32:53;2
;TC_task3;2023-08-25 15:32:55;5
;TD_task3;2023-08-25 15:32:55;5
;TF_enter;2023-08-25 15:33:12;3
;TF_task2;2023-08-25 15:33:17;3
;TE_enter;2023-08-25 15:33:18;1
;TE_task1;2023-08-25 15:33:22;1
;TE_task3;2023-08-25 15:33:24;4
;TF_task3;2023-08-25 15:33:24;4
;TG_enter;2023-08-25 15:33:39;0
;TH_enter;2023-08-25 15:33:41;2
;TG_task1;2023-08-25 15:33:45;0
;TH_task2;2023-08-25 15:33:46;2
;TG_task3;2023-08-25 15:33:47;5
;TH_task3;2023-08-25 15:33:47;5
;TG_task4;2023-08-25 15:33:47;2
;TH_task4;2023-08-25 15:33:47;2
