mision;activity;time;robot
;TB_enter;2023-09-06 14:54:16;5
;TB_task2;2023-09-06 14:54:21;5
;TA_enter;2023-09-06 14:54:26;1
;TA_task1;2023-09-06 14:54:31;1
;TA_task3;2023-09-06 14:54:33;4
;TB_task3;2023-09-06 14:54:33;4
;TC_enter;2023-09-06 14:54:45;2
;TC_task1;2023-09-06 14:54:50;2
;TD_enter;2023-09-06 14:54:53;3
;TD_task2;2023-09-06 14:54:58;3
;TC_task3;2023-09-06 14:55:00;0
;TD_task3;2023-09-06 14:55:00;0
;TF_enter;2023-09-06 14:55:16;1
;TF_task2;2023-09-06 14:55:20;1
;TE_enter;2023-09-06 14:56:44;0
;TE_task1;2023-09-06 14:56:49;0
;TE_task3;2023-09-06 14:56:50;3
;TF_task3;2023-09-06 14:56:50;3
;TG_enter;2023-09-06 14:56:55;5
;TG_task1;2023-09-06 14:57:00;5
;TH_enter;2023-09-06 14:57:06;3
;TH_task2;2023-09-06 14:57:11;3
;TG_task3;2023-09-06 14:57:12;0
;TH_task3;2023-09-06 14:57:12;0
;TG_task4;2023-09-06 14:57:12;3
;TH_task4;2023-09-06 14:57:12;3
