case_id;activity;time;robot
;TA_enter;2023-08-21 10:18:14;2
;TA_task1;2023-08-21 10:18:19;2
;TB_enter;2023-08-21 10:18:21;3
;TB_task2;2023-08-21 10:18:26;3
;TA_task3;2023-08-21 10:18:28;0
;TB_task3;2023-08-21 10:18:28;0
;TC_enter;2023-08-21 10:18:54;4
;TC_task1;2023-08-21 10:18:59;4
;TD_enter;2023-08-21 10:19:37;5
;TD_task2;2023-08-21 10:19:42;5
;TC_task3;2023-08-21 10:19:44;2
;TD_task3;2023-08-21 10:19:44;2
;TF_enter;2023-08-21 10:20:04;3
;TF_task2;2023-08-21 10:20:09;3
;TE_enter;2023-08-21 10:21:12;1
;TE_task1;2023-08-21 10:21:17;1
;TE_task3;2023-08-21 10:21:18;4
;TF_task3;2023-08-21 10:21:18;4
;TG_enter;2023-08-21 10:21:30;0
;TH_enter;2023-08-21 10:21:34;4
;TG_task1;2023-08-21 10:21:35;0
;TH_task2;2023-08-21 10:21:39;4
;TG_task3;2023-08-21 10:21:40;1
;TH_task3;2023-08-21 10:21:40;1
;TG_task4;2023-08-21 10:21:40;4
;TH_task4;2023-08-21 10:21:40;4
