mision;activity;time;robot
;TB_enter;2023-08-21 22:55:52;4
;TB_task2;2023-08-21 22:55:57;4
;TA_enter;2023-08-21 22:55:59;1
;TA_task1;2023-08-21 22:56:04;1
;TA_task3;2023-08-21 22:56:06;4
;TB_task3;2023-08-21 22:56:06;4
;TC_enter;2023-08-21 22:56:26;0
;TC_task1;2023-08-21 22:56:31;0
;TD_enter;2023-08-21 22:58:05;5
;TD_task2;2023-08-21 22:58:10;5
;TC_task3;2023-08-21 22:58:11;2
;TD_task3;2023-08-21 22:58:11;2
;TF_enter;2023-08-21 22:58:24;3
;TF_task2;2023-08-21 22:58:29;3
;TE_enter;2023-08-21 22:58:36;2
;TE_task1;2023-08-21 22:58:41;2
;TE_task3;2023-08-21 22:58:42;5
;TF_task3;2023-08-21 22:58:42;5
;TH_enter;2023-08-21 22:58:49;1
;TH_task2;2023-08-21 22:58:53;1
;TG_enter;2023-08-21 22:58:57;4
