mision;activity;time;robot
;TB_enter;2023-08-25 15:32:14;5
;TB_task2;2023-08-25 15:32:19;5
;TA_enter;2023-08-25 15:32:22;0
;TA_task1;2023-08-25 15:32:27;0
;TA_task3;2023-08-25 15:32:28;3
;TB_task3;2023-08-25 15:32:28;3
;TC_enter;2023-08-25 15:32:37;4
;TC_task1;2023-08-25 15:32:42;4
;TD_enter;2023-08-25 15:34:10;1
;TD_task2;2023-08-25 15:34:15;1
;TC_task3;2023-08-25 15:34:16;4
;TD_task3;2023-08-25 15:34:16;4
;TF_enter;2023-08-25 15:34:41;3
;TF_task2;2023-08-25 15:34:46;3
;TE_enter;2023-08-25 15:36:16;5
;TE_task1;2023-08-25 15:36:21;5
;TE_task3;2023-08-25 15:36:23;2
;TF_task3;2023-08-25 15:36:23;2
;TG_enter;2023-08-25 15:36:33;2
;TG_task1;2023-08-25 15:36:38;2
;TH_enter;2023-08-25 15:36:51;4
;TH_task2;2023-08-25 15:36:57;4
;TG_task3;2023-08-25 15:36:59;1
;TH_task3;2023-08-25 15:36:59;1
;TG_task4;2023-08-25 15:36:59;4
;TH_task4;2023-08-25 15:36:59;4
