mision;activity;time;robot
;TB_enter;2023-09-06 21:49:58;5
;TB_task2;2023-09-06 21:50:03;5
;TA_enter;2023-09-06 21:50:08;1
;TA_task1;2023-09-06 21:50:13;1
;TA_task3;2023-09-06 21:50:15;4
;TB_task3;2023-09-06 21:50:15;4
;TC_enter;2023-09-06 21:50:27;2
;TC_task1;2023-09-06 21:50:32;2
;TD_enter;2023-09-06 21:50:35;3
;TD_task2;2023-09-06 21:50:40;3
;TC_task3;2023-09-06 21:50:42;0
;TD_task3;2023-09-06 21:50:42;0
;TF_enter;2023-09-06 21:50:58;1
;TF_task2;2023-09-06 21:51:02;1
;TE_enter;2023-09-06 21:52:26;0
;TE_task1;2023-09-06 21:52:31;0
;TE_task3;2023-09-06 21:52:32;3
;TF_task3;2023-09-06 21:52:32;3
;TG_enter;2023-09-06 21:52:37;5
;TG_task1;2023-09-06 21:52:42;5
;TH_enter;2023-09-06 21:52:48;3
;TH_task2;2023-09-06 21:52:53;3
;TG_task3;2023-09-06 21:52:54;0
;TH_task3;2023-09-06 21:52:54;0
;TG_task4;2023-09-06 21:52:54;3
;TH_task4;2023-09-06 21:52:54;3
