case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:39;5
;TB_task2;2023-08-21 10:17:43;5
;TA_enter;2023-08-21 10:17:50;1
;TA_task1;2023-08-21 10:17:55;1
;TA_task3;2023-08-21 10:17:56;4
;TB_task3;2023-08-21 10:17:56;4
;TC_enter;2023-08-21 10:18:07;2
;TC_task1;2023-08-21 10:18:12;2
;TD_enter;2023-08-21 10:18:54;4
;TD_task2;2023-08-21 10:18:59;4
;TC_task3;2023-08-21 10:19:01;1
;TD_task3;2023-08-21 10:19:01;1
;TE_enter;2023-08-21 10:19:18;1
;TF_enter;2023-08-21 10:19:20;5
;TE_task1;2023-08-21 10:19:23;1
;TF_task2;2023-08-21 10:19:25;5
;TE_task3;2023-08-21 10:19:27;2
;TF_task3;2023-08-21 10:19:27;2
;TG_enter;2023-08-21 10:19:40;3
;TG_task1;2023-08-21 10:19:45;3
;TH_enter;2023-08-21 10:19:48;4
;TH_task2;2023-08-21 10:19:53;4
;TG_task3;2023-08-21 10:19:55;1
;TH_task3;2023-08-21 10:19:55;1
;TG_task4;2023-08-21 10:19:55;4
;TH_task4;2023-08-21 10:19:55;4
