case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:10;3
;TB_task2;2023-08-21 10:17:14;3
;TA_enter;2023-08-21 10:17:19;1
;TA_task1;2023-08-21 10:17:24;1
;TA_task3;2023-08-21 10:17:25;4
;TB_task3;2023-08-21 10:17:25;4
;TC_enter;2023-08-21 10:17:43;5
;TC_task1;2023-08-21 10:17:48;5
;TD_enter;2023-08-21 10:17:50;0
;TD_task2;2023-08-21 10:17:55;0
;TC_task3;2023-08-21 10:17:57;3
;TD_task3;2023-08-21 10:17:57;3
;TF_enter;2023-08-21 10:18:05;2
;TF_task2;2023-08-21 10:18:10;2
;TE_enter;2023-08-21 10:19:39;3
;TE_task1;2023-08-21 10:19:43;3
;TE_task3;2023-08-21 10:19:45;0
;TF_task3;2023-08-21 10:19:45;0
;TH_enter;2023-08-21 10:20:01;0
;TH_task2;2023-08-21 10:20:05;0
;TG_enter;2023-08-21 10:20:06;5
;TG_task1;2023-08-21 10:20:11;5
;TG_task3;2023-08-21 10:20:13;2
;TH_task3;2023-08-21 10:20:13;2
;TG_task4;2023-08-21 10:20:13;5
;TH_task4;2023-08-21 10:20:13;5
