mision;activity;time;robot
;TB_enter;2023-08-21 22:48:44;3
;TA_enter;2023-08-21 22:48:45;0
;TB_task2;2023-08-21 22:48:48;3
;TA_task1;2023-08-21 22:48:50;0
;TA_task3;2023-08-21 22:48:51;3
;TB_task3;2023-08-21 22:48:51;3
;TD_enter;2023-08-21 22:49:25;1
;TD_task2;2023-08-21 22:49:30;1
;TC_enter;2023-08-21 22:49:32;2
;TC_task1;2023-08-21 22:49:37;2
;TC_task3;2023-08-21 22:49:38;5
;TD_task3;2023-08-21 22:49:38;5
;TE_enter;2023-08-21 22:49:54;3
;TE_task1;2023-08-21 22:49:59;3
;TF_enter;2023-08-21 22:50:16;5
;TF_task2;2023-08-21 22:50:21;5
;TE_task3;2023-08-21 22:50:22;2
;TF_task3;2023-08-21 22:50:22;2
;TG_enter;2023-08-21 22:50:35;4
;TH_enter;2023-08-21 22:50:39;1
;TG_task1;2023-08-21 22:50:39;4
;TH_task2;2023-08-21 22:50:44;1
;TG_task3;2023-08-21 22:50:45;4
;TH_task3;2023-08-21 22:50:45;4
;TG_task4;2023-08-21 22:50:46;1
;TH_task4;2023-08-21 22:50:46;1
