case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:14;2
;TB_task2;2023-08-21 10:17:19;2
;TA_enter;2023-08-21 10:17:34;4
;TA_task1;2023-08-21 10:17:39;4
;TA_task3;2023-08-21 10:17:40;1
;TB_task3;2023-08-21 10:17:40;1
;TC_enter;2023-08-21 10:18:11;5
;TC_task1;2023-08-21 10:18:15;5
;TD_enter;2023-08-21 10:19:33;3
;TD_task2;2023-08-21 10:19:38;3
;TC_task3;2023-08-21 10:19:40;0
;TD_task3;2023-08-21 10:19:40;0
;TF_enter;2023-08-21 10:19:48;0
;TF_task2;2023-08-21 10:19:53;0
;TE_enter;2023-08-21 10:19:55;1
;TE_task1;2023-08-21 10:20:00;1
;TE_task3;2023-08-21 10:20:02;4
;TF_task3;2023-08-21 10:20:02;4
;TG_enter;2023-08-21 10:20:17;3
;TH_enter;2023-08-21 10:20:17;5
;TG_task1;2023-08-21 10:20:22;3
;TH_task2;2023-08-21 10:20:22;5
;TG_task3;2023-08-21 10:20:24;2
;TH_task3;2023-08-21 10:20:24;2
;TG_task4;2023-08-21 10:20:24;5
;TH_task4;2023-08-21 10:20:24;5
