case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:56;1
;TB_task2;2023-08-21 10:18:01;1
;TA_enter;2023-08-21 10:18:18;4
;TA_task1;2023-08-21 10:18:22;4
;TA_task3;2023-08-21 10:18:24;1
;TB_task3;2023-08-21 10:18:24;1
;TD_enter;2023-08-21 10:18:42;0
;TD_task2;2023-08-21 10:18:47;0
;TC_enter;2023-08-21 10:18:59;3
;TC_task1;2023-08-21 10:19:04;3
;TC_task3;2023-08-21 10:19:05;0
;TD_task3;2023-08-21 10:19:05;0
;TE_enter;2023-08-21 10:19:11;5
;TE_task1;2023-08-21 10:19:16;5
;TF_enter;2023-08-21 10:19:23;1
;TF_task2;2023-08-21 10:19:28;1
;TE_task3;2023-08-21 10:19:30;4
;TF_task3;2023-08-21 10:19:30;4
;TH_enter;2023-08-21 10:19:43;2
;TH_task2;2023-08-21 10:19:48;2
;TG_enter;2023-08-21 10:19:48;3
;TG_task1;2023-08-21 10:19:53;3
;TG_task3;2023-08-21 10:19:55;0
;TH_task3;2023-08-21 10:19:55;0
;TG_task4;2023-08-21 10:19:55;3
;TH_task4;2023-08-21 10:19:55;3
