case_id;activity;time;robot
;TA_enter;2023-08-21 10:17:24;2
;TA_task1;2023-08-21 10:17:29;2
;TB_enter;2023-08-21 10:17:31;1
;TB_task2;2023-08-21 10:17:36;1
;TA_task3;2023-08-21 10:17:38;4
;TB_task3;2023-08-21 10:17:38;4
;TC_enter;2023-08-21 10:17:43;4
;TC_task1;2023-08-21 10:17:48;4
;TD_enter;2023-08-21 10:17:53;3
;TD_task2;2023-08-21 10:17:58;3
;TC_task3;2023-08-21 10:18:00;0
;TD_task3;2023-08-21 10:18:00;0
;TF_enter;2023-08-21 10:18:11;0
;TF_task2;2023-08-21 10:18:16;0
;TE_enter;2023-08-21 10:18:16;2
;TE_task1;2023-08-21 10:18:21;2
;TE_task3;2023-08-21 10:18:23;5
;TF_task3;2023-08-21 10:18:23;5
;TH_enter;2023-08-21 10:18:33;5
;TH_task2;2023-08-21 10:18:38;5
;TG_enter;2023-08-21 10:18:56;4
;TG_task1;2023-08-21 10:19:01;4
;TG_task3;2023-08-21 10:19:02;1
;TH_task3;2023-08-21 10:19:02;1
;TG_task4;2023-08-21 10:19:02;4
;TH_task4;2023-08-21 10:19:02;4
