mision;activity;time;robot
;TA_enter;2023-08-25 15:32:42;2
;TA_task1;2023-08-25 15:32:47;2
;TB_enter;2023-08-25 15:32:49;1
;TB_task2;2023-08-25 15:32:54;1
;TA_task3;2023-08-25 15:32:56;4
;TB_task3;2023-08-25 15:32:56;4
;TC_enter;2023-08-25 15:33:01;4
;TC_task1;2023-08-25 15:33:06;4
;TD_enter;2023-08-25 15:33:11;3
;TD_task2;2023-08-25 15:33:16;3
;TC_task3;2023-08-25 15:33:18;0
;TD_task3;2023-08-25 15:33:18;0
;TF_enter;2023-08-25 15:33:29;0
;TF_task2;2023-08-25 15:33:34;0
;TE_enter;2023-08-25 15:33:34;2
;TE_task1;2023-08-25 15:33:39;2
;TE_task3;2023-08-25 15:33:41;5
;TF_task3;2023-08-25 15:33:41;5
;TH_enter;2023-08-25 15:33:51;5
;TH_task2;2023-08-25 15:33:56;5
;TG_enter;2023-08-25 15:34:15;4
;TG_task1;2023-08-25 15:34:20;4
;TG_task3;2023-08-25 15:34:21;1
;TH_task3;2023-08-25 15:34:21;1
;TG_task4;2023-08-25 15:34:21;4
;TH_task4;2023-08-25 15:34:21;4
