mision;activity;time;robot
;TB_enter;2023-08-25 15:33:18;5
;TA_enter;2023-08-25 15:33:19;2
;TB_task2;2023-08-25 15:33:23;5
;TA_task1;2023-08-25 15:33:24;2
;TA_task3;2023-08-25 15:33:26;5
;TB_task3;2023-08-25 15:33:26;5
;TD_enter;2023-08-25 15:33:46;4
;TC_enter;2023-08-25 15:33:50;1
;TD_task2;2023-08-25 15:33:51;4
;TC_task1;2023-08-25 15:33:55;1
;TC_task3;2023-08-25 15:33:56;4
;TD_task3;2023-08-25 15:33:56;4
;TE_enter;2023-08-25 15:34:13;3
;TE_task1;2023-08-25 15:34:18;3
;TF_enter;2023-08-25 15:35:13;5
;TF_task2;2023-08-25 15:35:18;5
;TE_task3;2023-08-25 15:35:20;2
;TF_task3;2023-08-25 15:35:20;2
;TG_enter;2023-08-25 15:35:34;0
;TG_task1;2023-08-25 15:35:39;0
;TH_enter;2023-08-25 15:35:40;4
;TH_task2;2023-08-25 15:35:45;4
;TG_task3;2023-08-25 15:35:47;1
;TH_task3;2023-08-25 15:35:47;1
;TG_task4;2023-08-25 15:35:47;4
;TH_task4;2023-08-25 15:35:47;4
