case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:37;4
;TB_task2;2023-08-21 10:17:42;4
;TA_enter;2023-08-21 10:18:00;0
;TA_task1;2023-08-21 10:18:05;0
;TA_task3;2023-08-21 10:18:07;3
;TB_task3;2023-08-21 10:18:07;3
;TC_enter;2023-08-21 10:18:16;1
;TC_task1;2023-08-21 10:18:21;1
;TD_enter;2023-08-21 10:19:09;3
;TD_task2;2023-08-21 10:19:14;3
;TC_task3;2023-08-21 10:19:16;0
;TD_task3;2023-08-21 10:19:16;0
;TF_enter;2023-08-21 10:19:30;4
;TF_task2;2023-08-21 10:19:35;4
;TE_enter;2023-08-21 10:20:48;0
;TE_task1;2023-08-21 10:20:53;0
;TE_task3;2023-08-21 10:20:54;3
;TF_task3;2023-08-21 10:20:54;3
;TH_enter;2023-08-21 10:21:09;5
;TG_enter;2023-08-21 10:21:11;1
;TH_task2;2023-08-21 10:21:14;5
;TG_task1;2023-08-21 10:21:16;1
;TG_task3;2023-08-21 10:21:17;4
;TH_task3;2023-08-21 10:21:17;4
;TG_task4;2023-08-21 10:21:18;1
;TH_task4;2023-08-21 10:21:18;1
