mision;activity;time;robot
;TA_enter;2023-08-21 22:56:17;2
;TA_task1;2023-08-21 22:56:22;2
;TB_enter;2023-08-21 22:56:24;3
;TB_task2;2023-08-21 22:56:29;3
;TA_task3;2023-08-21 22:56:31;0
;TB_task3;2023-08-21 22:56:31;0
;TC_enter;2023-08-21 22:56:57;4
;TC_task1;2023-08-21 22:57:02;4
;TD_enter;2023-08-21 22:57:40;5
;TD_task2;2023-08-21 22:57:45;5
;TC_task3;2023-08-21 22:57:47;2
;TD_task3;2023-08-21 22:57:47;2
;TF_enter;2023-08-21 22:58:07;3
;TF_task2;2023-08-21 22:58:12;3
;TE_enter;2023-08-21 22:59:15;1
;TE_task1;2023-08-21 22:59:20;1
;TE_task3;2023-08-21 22:59:21;4
;TF_task3;2023-08-21 22:59:21;4
;TG_enter;2023-08-21 22:59:33;0
;TH_enter;2023-08-21 22:59:37;4
;TG_task1;2023-08-21 22:59:38;0
;TH_task2;2023-08-21 22:59:42;4
;TG_task3;2023-08-21 22:59:43;1
;TH_task3;2023-08-21 22:59:43;1
;TG_task4;2023-08-21 22:59:43;4
;TH_task4;2023-08-21 22:59:43;4
