case_id;activity;time;robot
;TA_enter;2023-08-21 10:17:55;1
;TA_task1;2023-08-21 10:18:00;1
;TB_enter;2023-08-21 10:18:35;4
;TB_task2;2023-08-21 10:18:39;4
;TA_task3;2023-08-21 10:18:41;1
;TB_task3;2023-08-21 10:18:41;1
;TD_enter;2023-08-21 10:18:51;2
;TD_task2;2023-08-21 10:18:56;2
;TC_enter;2023-08-21 10:19:02;3
;TC_task1;2023-08-21 10:19:07;3
;TC_task3;2023-08-21 10:19:08;0
;TD_task3;2023-08-21 10:19:08;0
;TF_enter;2023-08-21 10:19:22;0
;TE_enter;2023-08-21 10:19:24;5
;TF_task2;2023-08-21 10:19:27;0
;TE_task1;2023-08-21 10:19:29;5
;TE_task3;2023-08-21 10:19:31;2
;TF_task3;2023-08-21 10:19:31;2
;TG_enter;2023-08-21 10:19:46;3
;TH_enter;2023-08-21 10:19:47;2
;TG_task1;2023-08-21 10:19:51;3
;TH_task2;2023-08-21 10:19:52;2
;TG_task3;2023-08-21 10:19:54;5
;TH_task3;2023-08-21 10:19:54;5
;TG_task4;2023-08-21 10:19:54;2
;TH_task4;2023-08-21 10:19:54;2
