mision;activity;time;robot
;TB_enter;2023-08-21 22:48:31;3
;TB_task2;2023-08-21 22:48:36;3
;TA_enter;2023-08-21 22:48:45;0
;TA_task1;2023-08-21 22:48:50;0
;TA_task3;2023-08-21 22:48:52;3
;TB_task3;2023-08-21 22:48:52;3
;TD_enter;2023-08-21 22:49:06;5
;TD_task2;2023-08-21 22:49:11;5
;TC_enter;2023-08-21 22:49:14;2
;TC_task1;2023-08-21 22:49:19;2
;TC_task3;2023-08-21 22:49:21;5
;TD_task3;2023-08-21 22:49:21;5
;TE_enter;2023-08-21 22:49:41;3
;TF_enter;2023-08-21 22:49:42;0
;TE_task1;2023-08-21 22:49:46;3
;TF_task2;2023-08-21 22:49:47;0
;TE_task3;2023-08-21 22:49:49;3
;TF_task3;2023-08-21 22:49:49;3
;TG_enter;2023-08-21 22:50:04;1
;TG_task1;2023-08-21 22:50:09;1
;TH_enter;2023-08-21 22:50:10;2
;TH_task2;2023-08-21 22:50:15;2
;TG_task3;2023-08-21 22:50:16;5
;TH_task3;2023-08-21 22:50:16;5
;TG_task4;2023-08-21 22:50:17;2
;TH_task4;2023-08-21 22:50:17;2
