mision;activity;time;robot
;TB_enter;2023-08-21 22:48:33;2
;TB_task2;2023-08-21 22:48:38;2
;TA_enter;2023-08-21 22:48:53;4
;TA_task1;2023-08-21 22:48:58;4
;TA_task3;2023-08-21 22:48:59;1
;TB_task3;2023-08-21 22:48:59;1
;TC_enter;2023-08-21 22:49:30;5
;TC_task1;2023-08-21 22:49:34;5
;TD_enter;2023-08-21 22:50:52;3
;TD_task2;2023-08-21 22:50:57;3
;TC_task3;2023-08-21 22:50:59;0
;TD_task3;2023-08-21 22:50:59;0
;TF_enter;2023-08-21 22:51:07;0
;TF_task2;2023-08-21 22:51:12;0
;TE_enter;2023-08-21 22:51:14;1
;TE_task1;2023-08-21 22:51:19;1
;TE_task3;2023-08-21 22:51:21;4
;TF_task3;2023-08-21 22:51:21;4
;TG_enter;2023-08-21 22:51:36;3
;TH_enter;2023-08-21 22:51:36;5
;TG_task1;2023-08-21 22:51:41;3
;TH_task2;2023-08-21 22:51:41;5
;TG_task3;2023-08-21 22:51:43;2
;TH_task3;2023-08-21 22:51:43;2
;TG_task4;2023-08-21 22:51:43;5
;TH_task4;2023-08-21 22:51:43;5
