mision;activity;time;robot
;TB_enter;2023-08-21 22:48:15;5
;TB_task2;2023-08-21 22:48:20;5
;TA_enter;2023-08-21 22:48:23;0
;TA_task1;2023-08-21 22:48:28;0
;TA_task3;2023-08-21 22:48:29;3
;TB_task3;2023-08-21 22:48:29;3
;TC_enter;2023-08-21 22:48:38;4
;TC_task1;2023-08-21 22:48:43;4
;TD_enter;2023-08-21 22:50:10;1
;TD_task2;2023-08-21 22:50:15;1
;TC_task3;2023-08-21 22:50:16;4
;TD_task3;2023-08-21 22:50:16;4
;TF_enter;2023-08-21 22:50:41;3
;TF_task2;2023-08-21 22:50:46;3
;TE_enter;2023-08-21 22:52:15;5
;TE_task1;2023-08-21 22:52:20;5
;TE_task3;2023-08-21 22:52:22;2
;TF_task3;2023-08-21 22:52:22;2
;TG_enter;2023-08-21 22:52:32;2
;TG_task1;2023-08-21 22:52:37;2
;TH_enter;2023-08-21 22:52:50;4
;TH_task2;2023-08-21 22:52:55;4
;TG_task3;2023-08-21 22:52:57;1
;TH_task3;2023-08-21 22:52:57;1
;TG_task4;2023-08-21 22:52:57;4
;TH_task4;2023-08-21 22:52:57;4
