mision;activity;time;robot
;TB_enter;2023-08-21 22:48:57;5
;TB_task2;2023-08-21 22:49:01;5
;TA_enter;2023-08-21 22:49:08;1
;TA_task1;2023-08-21 22:49:13;1
;TA_task3;2023-08-21 22:49:14;4
;TB_task3;2023-08-21 22:49:14;4
;TC_enter;2023-08-21 22:49:25;2
;TC_task1;2023-08-21 22:49:30;2
;TD_enter;2023-08-21 22:50:12;4
;TD_task2;2023-08-21 22:50:17;4
;TC_task3;2023-08-21 22:50:19;1
;TD_task3;2023-08-21 22:50:19;1
;TE_enter;2023-08-21 22:50:36;1
;TF_enter;2023-08-21 22:50:38;5
;TE_task1;2023-08-21 22:50:41;1
;TF_task2;2023-08-21 22:50:43;5
;TE_task3;2023-08-21 22:50:45;2
;TF_task3;2023-08-21 22:50:45;2
;TG_enter;2023-08-21 22:50:58;3
;TG_task1;2023-08-21 22:51:03;3
;TH_enter;2023-08-21 22:51:06;4
;TH_task2;2023-08-21 22:51:11;4
;TG_task3;2023-08-21 22:51:13;1
;TH_task3;2023-08-21 22:51:13;1
;TG_task4;2023-08-21 22:51:13;4
;TH_task4;2023-08-21 22:51:13;4
