case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:10;0
;TB_task2;2023-08-21 10:17:15;0
;TA_enter;2023-08-21 10:17:19;1
;TA_task1;2023-08-21 10:17:24;1
;TA_task3;2023-08-21 10:17:25;4
;TB_task3;2023-08-21 10:17:25;4
;TD_enter;2023-08-21 10:17:39;5
;TD_task2;2023-08-21 10:17:44;5
;TC_enter;2023-08-21 10:18:10;3
;TC_task1;2023-08-21 10:18:15;3
;TC_task3;2023-08-21 10:18:17;0
;TD_task3;2023-08-21 10:18:17;0
;TE_enter;2023-08-21 10:18:37;0
;TE_task1;2023-08-21 10:18:42;0
;TF_enter;2023-08-21 10:18:56;2
;TF_task2;2023-08-21 10:19:00;2
;TE_task3;2023-08-21 10:19:02;5
;TF_task3;2023-08-21 10:19:02;5
;TG_enter;2023-08-21 10:19:09;1
;TG_task1;2023-08-21 10:19:14;1
;TH_enter;2023-08-21 10:19:17;4
;TH_task2;2023-08-21 10:19:22;4
;TG_task3;2023-08-21 10:19:23;1
;TH_task3;2023-08-21 10:19:23;1
;TG_task4;2023-08-21 10:19:24;4
;TH_task4;2023-08-21 10:19:24;4
