mision;activity;time;robot
;TB_enter;2023-08-21 22:56:30;3
;TA_enter;2023-08-21 22:56:33;4
;TB_task2;2023-08-21 22:56:35;3
;TA_task1;2023-08-21 22:56:38;4
;TA_task3;2023-08-21 22:56:40;1
;TB_task3;2023-08-21 22:56:40;1
;TD_enter;2023-08-21 22:56:49;0
;TD_task2;2023-08-21 22:56:54;0
;TC_enter;2023-08-21 22:57:08;2
;TC_task1;2023-08-21 22:57:13;2
;TC_task3;2023-08-21 22:57:14;5
;TD_task3;2023-08-21 22:57:14;5
;TE_enter;2023-08-21 22:57:28;5
;TF_enter;2023-08-21 22:57:29;3
;TE_task1;2023-08-21 22:57:33;5
;TF_task2;2023-08-21 22:57:34;3
;TE_task3;2023-08-21 22:57:35;0
;TF_task3;2023-08-21 22:57:35;0
;TH_enter;2023-08-21 22:57:51;2
;TH_task2;2023-08-21 22:57:56;2
;TG_enter;2023-08-21 22:57:57;0
;TG_task1;2023-08-21 22:58:02;0
;TG_task3;2023-08-21 22:58:04;3
;TH_task3;2023-08-21 22:58:04;3
;TG_task4;2023-08-21 22:58:04;0
;TH_task4;2023-08-21 22:58:04;0
