mision;activity;time;robot
;TB_enter;2023-08-21 22:48:07;1
;TB_task2;2023-08-21 22:48:12;1
;TA_enter;2023-08-21 22:48:25;5
;TA_task1;2023-08-21 22:48:29;5
;TA_task3;2023-08-21 22:48:31;2
;TB_task3;2023-08-21 22:48:31;2
;TC_enter;2023-08-21 22:48:44;0
;TC_task1;2023-08-21 22:48:49;0
;TD_enter;2023-08-21 22:48:50;2
;TD_task2;2023-08-21 22:48:55;2
;TC_task3;2023-08-21 22:48:57;5
;TD_task3;2023-08-21 22:48:57;5
;TF_enter;2023-08-21 22:49:14;3
;TF_task2;2023-08-21 22:49:19;3
;TE_enter;2023-08-21 22:49:20;1
;TE_task1;2023-08-21 22:49:24;1
;TE_task3;2023-08-21 22:49:26;4
;TF_task3;2023-08-21 22:49:26;4
;TG_enter;2023-08-21 22:49:41;0
;TH_enter;2023-08-21 22:49:42;2
;TG_task1;2023-08-21 22:49:46;0
;TH_task2;2023-08-21 22:49:47;2
;TG_task3;2023-08-21 22:49:48;5
;TH_task3;2023-08-21 22:49:48;5
;TG_task4;2023-08-21 22:49:48;2
;TH_task4;2023-08-21 22:49:48;2
