mision;activity;time;robot
;TB_enter;2023-08-25 15:33:19;4
;TA_enter;2023-08-25 15:33:23;1
;TB_task2;2023-08-25 15:33:24;4
;TA_task1;2023-08-25 15:33:28;1
;TA_task3;2023-08-25 15:33:30;4
;TB_task3;2023-08-25 15:33:30;4
;TD_enter;2023-08-25 15:33:43;5
;TD_task2;2023-08-25 15:33:48;5
;TC_enter;2023-08-25 15:34:21;3
;TC_task1;2023-08-25 15:34:26;3
;TC_task3;2023-08-25 15:34:28;0
;TD_task3;2023-08-25 15:34:28;0
;TF_enter;2023-08-25 15:34:45;4
;TF_task2;2023-08-25 15:34:50;4
;TE_enter;2023-08-25 15:34:58;0
;TE_task1;2023-08-25 15:35:03;0
;TE_task3;2023-08-25 15:35:04;3
;TF_task3;2023-08-25 15:35:04;3
;TG_enter;2023-08-25 15:35:12;2
;TG_task1;2023-08-25 15:35:17;2
;TH_enter;2023-08-25 15:35:22;5
;TH_task2;2023-08-25 15:35:27;5
;TG_task3;2023-08-25 15:35:28;2
;TH_task3;2023-08-25 15:35:28;2
;TG_task4;2023-08-25 15:35:28;5
;TH_task4;2023-08-25 15:35:28;5
