case_id;activity;time;robot
;TA_enter;2023-08-21 10:18:06;3
;TA_task1;2023-08-21 10:18:11;3
;TB_enter;2023-08-21 10:18:14;2
;TB_task2;2023-08-21 10:18:19;2
;TA_task3;2023-08-21 10:18:21;5
;TB_task3;2023-08-21 10:18:21;5
;TD_enter;2023-08-21 10:18:31;0
;TD_task2;2023-08-21 10:18:36;0
;TC_enter;2023-08-21 10:18:40;4
;TC_task1;2023-08-21 10:18:45;4
;TC_task3;2023-08-21 10:18:47;1
;TD_task3;2023-08-21 10:18:47;1
;TF_enter;2023-08-21 10:19:06;3
;TF_task2;2023-08-21 10:19:11;3
;TE_enter;2023-08-21 10:19:33;5
;TE_task1;2023-08-21 10:19:38;5
;TE_task3;2023-08-21 10:19:40;2
;TF_task3;2023-08-21 10:19:40;2
;TG_enter;2023-08-21 10:19:51;2
;TG_task1;2023-08-21 10:19:56;2
;TH_enter;2023-08-21 10:19:56;4
;TH_task2;2023-08-21 10:20:01;4
;TG_task3;2023-08-21 10:20:03;1
;TH_task3;2023-08-21 10:20:03;1
;TG_task4;2023-08-21 10:20:03;4
;TH_task4;2023-08-21 10:20:03;4
