mision;activity;time;robot
;TB_enter;2023-08-21 22:55:04;0
;TB_task2;2023-08-21 22:55:09;0
;TA_enter;2023-08-21 22:55:27;4
;TA_task1;2023-08-21 22:55:31;4
;TA_task3;2023-08-21 22:55:33;1
;TB_task3;2023-08-21 22:55:33;1
;TC_enter;2023-08-21 22:55:39;2
;TC_task1;2023-08-21 22:55:44;2
;TD_enter;2023-08-21 22:56:15;3
;TD_task2;2023-08-21 22:56:19;3
;TC_task3;2023-08-21 22:56:21;0
;TD_task3;2023-08-21 22:56:21;0
;TF_enter;2023-08-21 22:56:36;1
;TF_task2;2023-08-21 22:56:41;1
;TE_enter;2023-08-21 22:56:42;4
;TE_task1;2023-08-21 22:56:47;4
;TE_task3;2023-08-21 22:56:49;1
;TF_task3;2023-08-21 22:56:49;1
;TG_enter;2023-08-21 22:57:02;2
;TH_enter;2023-08-21 22:57:04;3
;TG_task1;2023-08-21 22:57:07;2
;TH_task2;2023-08-21 22:57:08;3
;TG_task3;2023-08-21 22:57:10;0
;TH_task3;2023-08-21 22:57:10;0
;TG_task4;2023-08-21 22:57:10;3
;TH_task4;2023-08-21 22:57:10;3
