mision;activity;time;robot
;TB_enter;2023-08-25 15:32:43;5
;TB_task2;2023-08-25 15:32:48;5
;TA_enter;2023-08-25 15:32:54;2
;TA_task1;2023-08-25 15:32:59;2
;TA_task3;2023-08-25 15:33:01;5
;TB_task3;2023-08-25 15:33:01;5
;TC_enter;2023-08-25 15:33:10;0
;TC_task1;2023-08-25 15:33:15;0
;TD_enter;2023-08-25 15:34:07;1
;TD_task2;2023-08-25 15:34:12;1
;TC_task3;2023-08-25 15:34:14;4
;TD_task3;2023-08-25 15:34:14;4
;TF_enter;2023-08-25 15:34:25;4
;TF_task2;2023-08-25 15:34:29;4
;TE_enter;2023-08-25 15:34:31;5
;TE_task1;2023-08-25 15:34:36;5
;TE_task3;2023-08-25 15:34:37;2
;TF_task3;2023-08-25 15:34:37;2
;TG_enter;2023-08-25 15:34:49;2
;TG_task1;2023-08-25 15:34:54;2
;TH_enter;2023-08-25 15:35:19;0
;TH_task2;2023-08-25 15:35:24;0
;TG_task3;2023-08-25 15:35:25;3
;TH_task3;2023-08-25 15:35:25;3
;TG_task4;2023-08-25 15:35:25;0
;TH_task4;2023-08-25 15:35:25;0
