mision;activity;time;robot
;TB_enter;2023-08-25 15:33:39;5
;TB_task2;2023-08-25 15:33:44;5
;TA_enter;2023-08-25 15:33:49;1
;TA_task1;2023-08-25 15:33:54;1
;TA_task3;2023-08-25 15:33:56;4
;TB_task3;2023-08-25 15:33:56;4
;TC_enter;2023-08-25 15:34:08;2
;TC_task1;2023-08-25 15:34:13;2
;TD_enter;2023-08-25 15:34:16;3
;TD_task2;2023-08-25 15:34:21;3
;TC_task3;2023-08-25 15:34:23;0
;TD_task3;2023-08-25 15:34:23;0
;TF_enter;2023-08-25 15:34:39;1
;TF_task2;2023-08-25 15:34:43;1
;TE_enter;2023-08-25 15:36:07;0
;TE_task1;2023-08-25 15:36:12;0
;TE_task3;2023-08-25 15:36:13;3
;TF_task3;2023-08-25 15:36:13;3
;TG_enter;2023-08-25 15:36:18;5
;TG_task1;2023-08-25 15:36:23;5
;TH_enter;2023-08-25 15:36:29;3
;TH_task2;2023-08-25 15:36:34;3
;TG_task3;2023-08-25 15:36:35;0
;TH_task3;2023-08-25 15:36:35;0
;TG_task4;2023-08-25 15:36:35;3
;TH_task4;2023-08-25 15:36:35;3
