mision;activity;time;robot
;TB_enter;2023-08-21 22:56:37;0
;TA_enter;2023-08-21 22:56:39;2
;TB_task2;2023-08-21 22:56:42;0
;TA_task1;2023-08-21 22:56:43;2
;TA_task3;2023-08-21 22:56:45;5
;TB_task3;2023-08-21 22:56:45;5
;TC_enter;2023-08-21 22:56:54;4
;TC_task1;2023-08-21 22:56:59;4
;TD_enter;2023-08-21 22:57:30;3
;TD_task2;2023-08-21 22:57:35;3
;TC_task3;2023-08-21 22:57:36;0
;TD_task3;2023-08-21 22:57:36;0
;TF_enter;2023-08-21 22:57:50;1
;TE_enter;2023-08-21 22:57:51;5
;TF_task2;2023-08-21 22:57:55;1
;TE_task1;2023-08-21 22:57:56;5
;TE_task3;2023-08-21 22:57:57;2
;TF_task3;2023-08-21 22:57:57;2
;TG_enter;2023-08-21 22:58:16;0
;TH_enter;2023-08-21 22:58:20;4
;TG_task1;2023-08-21 22:58:21;0
;TH_task2;2023-08-21 22:58:25;4
;TG_task3;2023-08-21 22:58:26;1
;TH_task3;2023-08-21 22:58:26;1
;TG_task4;2023-08-21 22:58:27;4
;TH_task4;2023-08-21 22:58:27;4
