case_id;activity;time;robot
;TB_enter;2023-08-21 10:18:18;1
;TA_enter;2023-08-21 10:18:19;4
;TB_task2;2023-08-21 10:18:23;1
;TA_task1;2023-08-21 10:18:24;4
;TA_task3;2023-08-21 10:18:26;1
;TB_task3;2023-08-21 10:18:26;1
;TC_enter;2023-08-21 10:18:49;5
;TC_task1;2023-08-21 10:18:54;5
;TD_enter;2023-08-21 10:18:56;2
;TD_task2;2023-08-21 10:19:01;2
;TC_task3;2023-08-21 10:19:02;5
;TD_task3;2023-08-21 10:19:02;5
;TF_enter;2023-08-21 10:19:09;3
;TF_task2;2023-08-21 10:19:14;3
;TE_enter;2023-08-21 10:19:21;1
;TE_task1;2023-08-21 10:19:26;1
;TE_task3;2023-08-21 10:19:28;4
;TF_task3;2023-08-21 10:19:28;4
;TG_enter;2023-08-21 10:19:36;4
;TG_task1;2023-08-21 10:19:40;4
;TH_enter;2023-08-21 10:19:41;0
;TH_task2;2023-08-21 10:19:46;0
;TG_task3;2023-08-21 10:19:48;3
;TH_task3;2023-08-21 10:19:48;3
;TG_task4;2023-08-21 10:19:48;0
;TH_task4;2023-08-21 10:19:48;0
