mision;activity;time;robot
;TB_enter;2023-08-25 15:32:31;2
;TB_task2;2023-08-25 15:32:36;2
;TA_enter;2023-08-25 15:32:51;4
;TA_task1;2023-08-25 15:32:56;4
;TA_task3;2023-08-25 15:32:57;1
;TB_task3;2023-08-25 15:32:57;1
;TC_enter;2023-08-25 15:33:28;5
;TC_task1;2023-08-25 15:33:32;5
;TD_enter;2023-08-25 15:34:51;3
;TD_task2;2023-08-25 15:34:56;3
;TC_task3;2023-08-25 15:34:58;0
;TD_task3;2023-08-25 15:34:58;0
;TF_enter;2023-08-25 15:35:06;0
;TF_task2;2023-08-25 15:35:11;0
;TE_enter;2023-08-25 15:35:13;1
;TE_task1;2023-08-25 15:35:18;1
;TE_task3;2023-08-25 15:35:20;4
;TF_task3;2023-08-25 15:35:20;4
;TG_enter;2023-08-25 15:35:35;3
;TH_enter;2023-08-25 15:35:35;5
;TG_task1;2023-08-25 15:35:40;3
;TH_task2;2023-08-25 15:35:40;5
;TG_task3;2023-08-25 15:35:42;2
;TH_task3;2023-08-25 15:35:42;2
;TG_task4;2023-08-25 15:35:42;5
;TH_task4;2023-08-25 15:35:42;5
