mision;activity;time;robot
;TB_enter;2023-08-21 22:48:46;5
;TB_task2;2023-08-21 22:48:51;5
;TA_enter;2023-08-21 22:48:57;2
;TA_task1;2023-08-21 22:49:02;2
;TA_task3;2023-08-21 22:49:04;5
;TB_task3;2023-08-21 22:49:04;5
;TC_enter;2023-08-21 22:49:13;0
;TC_task1;2023-08-21 22:49:18;0
;TD_enter;2023-08-21 22:50:10;1
;TD_task2;2023-08-21 22:50:15;1
;TC_task3;2023-08-21 22:50:17;4
;TD_task3;2023-08-21 22:50:17;4
;TF_enter;2023-08-21 22:50:27;4
;TF_task2;2023-08-21 22:50:31;4
;TE_enter;2023-08-21 22:50:33;5
;TE_task1;2023-08-21 22:50:38;5
;TE_task3;2023-08-21 22:50:39;2
;TF_task3;2023-08-21 22:50:39;2
;TG_enter;2023-08-21 22:50:51;2
;TG_task1;2023-08-21 22:50:56;2
;TH_enter;2023-08-21 22:51:21;0
;TH_task2;2023-08-21 22:51:26;0
;TG_task3;2023-08-21 22:51:27;3
;TH_task3;2023-08-21 22:51:27;3
;TG_task4;2023-08-21 22:51:27;0
;TH_task4;2023-08-21 22:51:27;0
