mision;activity;time;robot
;TB_enter;2023-08-25 15:32:55;1
;TB_task2;2023-08-25 15:33:00;1
;TA_enter;2023-08-25 15:33:41;4
;TA_task1;2023-08-25 15:33:46;4
;TA_task3;2023-08-25 15:33:48;1
;TB_task3;2023-08-25 15:33:48;1
;TC_enter;2023-08-25 15:34:02;0
;TC_task1;2023-08-25 15:34:07;0
;TD_enter;2023-08-25 15:34:08;3
;TD_task2;2023-08-25 15:34:13;3
;TC_task3;2023-08-25 15:34:15;0
;TD_task3;2023-08-25 15:34:15;0
;TF_enter;2023-08-25 15:34:32;1
;TF_task2;2023-08-25 15:34:36;1
;TE_enter;2023-08-25 15:34:39;4
;TE_task1;2023-08-25 15:34:44;4
;TE_task3;2023-08-25 15:34:46;1
;TF_task3;2023-08-25 15:34:46;1
;TG_enter;2023-08-25 15:35:02;3
;TG_task1;2023-08-25 15:35:07;3
;TH_enter;2023-08-25 15:35:07;0
;TH_task2;2023-08-25 15:35:12;0
;TG_task3;2023-08-25 15:35:14;3
;TH_task3;2023-08-25 15:35:14;3
;TG_task4;2023-08-25 15:35:14;0
;TH_task4;2023-08-25 15:35:14;0
