mision;activity;time;robot
;TB_enter;2023-09-06 20:36:58;5
;TB_task2;2023-09-06 20:37:03;5
;TA_enter;2023-09-06 20:37:08;1
;TA_task1;2023-09-06 20:37:13;1
;TA_task3;2023-09-06 20:37:15;4
;TB_task3;2023-09-06 20:37:15;4
;TC_enter;2023-09-06 20:37:27;2
;TC_task1;2023-09-06 20:37:32;2
;TD_enter;2023-09-06 20:37:35;3
;TD_task2;2023-09-06 20:37:40;3
;TC_task3;2023-09-06 20:37:42;0
;TD_task3;2023-09-06 20:37:42;0
;TF_enter;2023-09-06 20:37:58;1
;TF_task2;2023-09-06 20:38:02;1
;TE_enter;2023-09-06 20:39:26;0
;TE_task1;2023-09-06 20:39:31;0
;TE_task3;2023-09-06 20:39:32;3
;TF_task3;2023-09-06 20:39:32;3
;TG_enter;2023-09-06 20:39:37;5
;TG_task1;2023-09-06 20:39:42;5
;TH_enter;2023-09-06 20:39:48;3
;TH_task2;2023-09-06 20:39:53;3
;TG_task3;2023-09-06 20:39:54;0
;TH_task3;2023-09-06 20:39:54;0
;TG_task4;2023-09-06 20:39:54;3
;TH_task4;2023-09-06 20:39:54;3
