mision;activity;time;robot
;TB_enter;2023-08-25 15:33:34;0
;TB_task2;2023-08-25 15:33:39;0
;TA_enter;2023-08-25 15:33:46;5
;TA_task1;2023-08-25 15:33:51;5
;TA_task3;2023-08-25 15:33:52;2
;TB_task3;2023-08-25 15:33:52;2
;TC_enter;2023-08-25 15:34:05;1
;TC_task1;2023-08-25 15:34:10;1
;TD_enter;2023-08-25 15:34:48;3
;TD_task2;2023-08-25 15:34:53;3
;TC_task3;2023-08-25 15:34:55;0
;TD_task3;2023-08-25 15:34:55;0
;TF_enter;2023-08-25 15:35:09;4
;TF_task2;2023-08-25 15:35:14;4
;TE_enter;2023-08-25 15:35:56;2
;TE_task1;2023-08-25 15:36:00;2
;TE_task3;2023-08-25 15:36:02;5
;TF_task3;2023-08-25 15:36:02;5
;TG_enter;2023-08-25 15:36:14;0
;TH_enter;2023-08-25 15:36:16;5
;TG_task1;2023-08-25 15:36:19;0
;TH_task2;2023-08-25 15:36:20;5
;TG_task3;2023-08-25 15:36:22;2
;TH_task3;2023-08-25 15:36:22;2
;TG_task4;2023-08-25 15:36:22;5
;TH_task4;2023-08-25 15:36:22;5
