mision;activity;time;robot
;TB_enter;2023-09-06 14:50:05;5
;TB_task2;2023-09-06 14:50:10;5
;TA_enter;2023-09-06 14:50:15;1
;TA_task1;2023-09-06 14:50:20;1
;TA_task3;2023-09-06 14:50:22;4
;TB_task3;2023-09-06 14:50:22;4
;TC_enter;2023-09-06 14:50:34;2
;TC_task1;2023-09-06 14:50:39;2
;TD_enter;2023-09-06 14:50:42;3
;TD_task2;2023-09-06 14:50:47;3
;TC_task3;2023-09-06 14:50:49;0
;TD_task3;2023-09-06 14:50:49;0
;TF_enter;2023-09-06 14:51:05;1
;TF_task2;2023-09-06 14:51:09;1
;TE_enter;2023-09-06 14:52:33;0
;TE_task1;2023-09-06 14:52:38;0
;TE_task3;2023-09-06 14:52:39;3
;TF_task3;2023-09-06 14:52:39;3
;TG_enter;2023-09-06 14:52:44;5
;TG_task1;2023-09-06 14:52:49;5
;TH_enter;2023-09-06 14:52:55;3
;TH_task2;2023-09-06 14:53:00;3
;TG_task3;2023-09-06 14:53:01;0
;TH_task3;2023-09-06 14:53:01;0
;TG_task4;2023-09-06 14:53:01;3
;TH_task4;2023-09-06 14:53:01;3
