mision;activity;time;robot
;TB_enter;2023-08-25 15:33:12;1
;TB_task2;2023-08-25 15:33:17;1
;TA_enter;2023-08-25 15:33:34;4
;TA_task1;2023-08-25 15:33:38;4
;TA_task3;2023-08-25 15:33:40;1
;TB_task3;2023-08-25 15:33:40;1
;TD_enter;2023-08-25 15:33:58;0
;TD_task2;2023-08-25 15:34:03;0
;TC_enter;2023-08-25 15:34:15;3
;TC_task1;2023-08-25 15:34:20;3
;TC_task3;2023-08-25 15:34:21;0
;TD_task3;2023-08-25 15:34:21;0
;TE_enter;2023-08-25 15:34:27;5
;TE_task1;2023-08-25 15:34:32;5
;TF_enter;2023-08-25 15:34:39;1
;TF_task2;2023-08-25 15:34:45;1
;TE_task3;2023-08-25 15:34:47;4
;TF_task3;2023-08-25 15:34:47;4
;TH_enter;2023-08-25 15:35:00;2
;TH_task2;2023-08-25 15:35:05;2
;TG_enter;2023-08-25 15:35:05;3
;TG_task1;2023-08-25 15:35:10;3
;TG_task3;2023-08-25 15:35:12;0
;TH_task3;2023-08-25 15:35:12;0
;TG_task4;2023-08-25 15:35:12;3
;TH_task4;2023-08-25 15:35:12;3
