mision;activity;time;robot
;TB_enter;2023-08-21 22:55:18;1
;TB_task2;2023-08-21 22:55:23;1
;TA_enter;2023-08-21 22:55:24;3
;TA_task1;2023-08-21 22:55:29;3
;TA_task3;2023-08-21 22:55:31;0
;TB_task3;2023-08-21 22:55:31;0
;TC_enter;2023-08-21 22:55:55;5
;TD_enter;2023-08-21 22:55:55;2
;TC_task1;2023-08-21 22:56:00;5
;TD_task2;2023-08-21 22:56:00;2
;TC_task3;2023-08-21 22:56:02;5
;TD_task3;2023-08-21 22:56:02;5
;TF_enter;2023-08-21 22:56:27;4
;TF_task2;2023-08-21 22:56:32;4
;TE_enter;2023-08-21 22:57:08;0
;TE_task1;2023-08-21 22:57:13;0
;TE_task3;2023-08-21 22:57:14;3
;TF_task3;2023-08-21 22:57:14;3
;TG_enter;2023-08-21 22:57:29;2
;TH_enter;2023-08-21 22:57:33;5
;TG_task1;2023-08-21 22:57:34;2
;TH_task2;2023-08-21 22:57:38;5
;TG_task3;2023-08-21 22:57:39;2
;TH_task3;2023-08-21 22:57:39;2
;TG_task4;2023-08-21 22:57:39;5
;TH_task4;2023-08-21 22:57:39;5
